night,dow,checkout,hotel,room,price_jpy,price_thb,under_cap_2800thb,review_score,review_count,free_cancellation,no_prepayment,breakfast_included,area,room_kind,source,url
2026-11-06,Fri,2026-11-07,Owl inn,Apartment,31418,6573,no,8.0,5,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/owl-inn.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,悠悠之家 池袋商业区 7分钟步行到池袋车站 3层独栋别墅 全新 3房2厅厨卫齐全 免费车库 奈飞影院,Three-Bedroom Villa,31818,6656,no,9.5,2,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/you-you-zhi-jia-chi-dai-shang-ye-qu-7fen-zhong-bu-xing-dao-chi-dai-che-zhan-3cen.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,SLEEPLAB THE STAY 池袋 -Ikebukuro-,One-Bedroom Family Apartment,32318,6761,no,8.1,12,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/sleeplab-the-stay-chi-dai-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,桜の川65 池袋駅C6口 8分 2-10人丨Ikebukuro JR Line C6 Exit 8 minutes 2-10 people,Late Escape Deal,32989,6901,no,9.5,27,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ying-nochuan-65-ikebukuro-area.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Oasis IKEBUKURO,Late Escape Deal,33840,7079,no,8.0,2,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/oasis-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Yume No Yado Irodori 127t,Villa,35648,7458,no,,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/127t-meng-nosu-cai-ri-3ldkyi-xuan-jia-dai-qie-chi-dai-yi-tu-bu-10fen-siyotupingu.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Dormy Inn Ikebukuro - Natural Hot Spring,Late Escape Deal,37182,7778,no,8.7,1808,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/domiinchi-dai.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"SCD155 Private House for 9 with Rooftop in Ikebukuro, Direct Access to Tokyo's Core Commercial Districts",Villa,37183,7779,no,8.8,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/spacious-villa-in-ikebukuro-suburbs-direct-access-to-tokyos-core-commercial-dist.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,SCD2 Fully Equipped House for 9 in Ikebukuro,Three-Bedroom Villa,37391,7822,no,8.0,6,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-commercial-district-premium-homestay.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Yume No Yado Tsubasa 132t,Standard Villa,37742,7896,no,9.0,13,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/meng-nosu-yi-5ldk-7min-to-ikebukuro-full-renovation-easy-access.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ikebukuro 3-Chome Stay,,38250,8002,no,10.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-3ding-mu-stay.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,ixtupinnenn 020T,,38291,8010,no,10.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/yi-pin-yuan-4ldkhu-jian-108m-riniyuaru-wu-liao-zhu-che-chang-ari-da-xing-wei-she.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"9-min walk to Ikebukuro Station, 1-min walk to Kanamecho Station Max 8 guests 70 sqm Free parking Direct access to Shinjuku, Shibuya, Ueno",Two-Bedroom Apartment,42751,8944,no,8.8,6,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/9-min-walk-to-ikebukuro-station-1-min-walk-to-kanamecho-station-max-8-guests-70.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Sunshine City Prince Hotel Ikebukuro Tokyo,Triple Room - Non-Smoking 26-32nd Floor,43924,9189,no,8.5,3151,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/sunshine-city-prince.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Hotel Metropolitan Tokyo Ikebukuro,City View Queen Room - Non-Smoking,46340,9694,no,8.8,3049,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/metropolitan-tokyo.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,hotel hisoca ikebukuro,Superior Double Room with Two Double Beds,56891,11902,no,9.3,327,yes,yes,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hisoca.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,MIMARU Tokyo Ikebukuro,One-Bedroom Japanese Apartment,58140,12163,no,9.1,1045,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/mimarudong-jing-chi-dai.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ikebukuro 3 Chome,Villa,66431,13897,no,9.5,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-3-chome.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Corpo Okazaki - Vacation STAY 20516,,68142,14255,no,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/corpo-okazaki-vacation-stay-20516.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Felizstay Ikebukuro,New to Booking.com,72858,15242,no,,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/felizstay-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,8路線使用可能！アクセス抜群/池袋駅より徒歩5分/最大11名/Wi-Fi完備/まるごと3LDK,Three-Bedroom Apartment,173551,36307,no,8.6,39,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/8lu-xian-shi-yong-ke-neng-akusesuba-qun-chi-dai-yi-yoritu-bu-5fen-zui-da-11ming.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,池袋 4 丁目に位置するHanano Sato Lumiere 新宿 銀座 上野 秋葉原など東京主要観光地へのアクセスが非常に良好です 徒歩圏内に 24 時間コンビニ 銭湯がございます,New to Booking.com,8240,1724,yes,8.5,2,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/hanano-sato-lumiere.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,雲海池袋 101貸切 要町駅徒歩7分 池袋バスまで6分 高速WiFi スマートロック 最大3名,,9000,1883,yes,10.0,0,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/yun-hai-chi-dai-101dai-qie-yao-ting-yi-tu-bu-7fen-chi-dai-basumade6fen-gao-su-wi.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Business Hotel Kankokukan - Vacation STAY 45862v,Apartment,10652,2228,yes,8.0,12,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/business-kankokukan-vacation-stay-45862v.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,"BRT203 Cook & Relax, Private Kitchen & Double Bed",One-Bedroom Apartment,12231,2559,yes,8.5,4,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/brt203-ikebukuro-station-double-apartment-in-a-busy-business-district-yamanote-l.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,"BRT102 Near Ikebukuro, Easy Tokyo Access",,12231,2559,yes,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/brt102-apartment-102-for-2-people-direct-access-to-shinjuku-and-shibuya-on-the-y.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,japan house Ikebukuro 2,Double Room,13186,2759,yes,8.5,249,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-ikebukuro-2-toshima-city.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Reimi Mondo703,Two-Bedroom Apartment,13342,2791,yes,8.0,3,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/reimi-mondo703.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,"7-minute walk from Otsuka Station,Yamanote Line 3-person Shared garden",One-Bedroom Apartment,13909,2910,no,9.2,8,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/7-minute-walk-from-otsuka-station.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,nestay miriz tokyo ikebukuro,Late Escape Deal,13991,2927,no,8.4,179,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/nestay-miriz-tokyo-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Frame HIGASHI IKEBUKURO,Double or Twin Room,14193,2969,no,8.6,31,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/frame-higashiikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,桜の川 池袋駅7分 2-4人丨7 minutes from Ikebukuro Station 2-4 people,Late Escape Deal,14988,3135,no,8.2,46,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-8min-modern-stay.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ikebukuro Center# Ikebukuro 5min walk#池袋中心地带# 池袋车站步行5分#无限制wifi#306,,15300,3201,no,9.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-center-ikebukuro-5min-walk-chi-dai-zhong-xin-di-dai-chi-d-toshima-cit2.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,ジェミニス池袋303,One-Bedroom Apartment,15300,3201,no,8.5,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/zieminisuchi-dai-303.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,KOSUMOSU Ikebukuro Shinjuku Private House,Double Room with Two Double Beds,15455,3233,no,8.4,146,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/kosumosu.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ikebukuro Warmハウス306,One-Bedroom Apartment,15873,3321,no,8.9,17,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-warmhausu306.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,今和Hotel,One-Bedroom Apartment,16364,3423,no,8.7,95,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/jin-he-dong-jing-du.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,The house Urban IKEBUKURO near station,New to Booking.com,17386,3637,no,8.6,12,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/the-house-urban-ikebukuro-near-station.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ikebukuro center#池袋中心#高级阳光公寓车站步行5分#高速wifi1208,One-Bedroom Apartment,17618,3686,no,8.5,7,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-center-chi-dai-zhong-xin-gao-ji-yang-guang-gong-yu-che-zh-toshima-city.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,japan house Otsuka,One-Bedroom Apartment,17836,3731,no,9.0,141,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-otsuka.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,タスキスマート池袋一号館Tasuki Smart Ikebukuro1,Family Room with Bath,19505,4080,no,8.7,186,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-ikebukuro-1.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,"YFhouse池袋ikebukuro-Direct to Ginza, Tokyo Dome, and the Harry Potter Studio Tour Tokyo",Studio with Balcony,20000,4184,no,9.1,8,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/yfhousechi-dai-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,"10min walk Ikebukuro Sta JR , 10min Shinjuku Sta, Wi-Fi, PocketWiFi",One-Bedroom Apartment,20680,4326,no,8.0,73,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-li-dao-qu.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Shiratori306 B036,New to Booking.com,21046,4403,no,8.3,3,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/b036po-wei-sanbai-niao-306a.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Swan Park Ikebukuro,One-Bedroom Apartment,21060,4406,no,8.2,33,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/suwanpakuchi-dai.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,ARstay IKEBUKURO TOKYO,,22512,4710,no,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/arstay-ikebukuro-li-dao-qu.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Jr山手线大塚站步行2分钟 東南社3号,Two-Bedroom Apartment with Balcony,22745,4758,no,8.8,9,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/jrshan-shou-xian-da-zhong-zhan-bu-xing-2fen-zhong-dong-nan-she-3hao.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Garden Otsuka 302,One-Bedroom Apartment,22980,4807,no,8.2,42,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/garden-otsuka-gadenda-zhong-hoteru.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Reimi Mondo201,Deluxe Suite,23636,4945,no,8.2,7,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/reimi-mondo-tokyo1.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ostay Ikebukuro Dairaku Hotel Apartment,One-Bedroom Apartment,23759,4970,no,8.9,29,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ostay-ikebukuro-dairaku-apartment-toshima-city1.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Home Story in Tokyo JR山手線大塚駅Otsuka &東京屋語,Late Escape Deal,24227,5068,no,9.0,6,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyo-house-asakusa.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,フクロウ庵101,Apartment,24512,5128,no,9.0,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/kopogang-qi-101.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,AM's 502 Movie 5 min to Ikebukuro 13 min to Shinjuku Station 19 min to Shibuya Station with coworking space,One-Bedroom Apartment,24545,5135,no,8.5,4,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/ams-502-movie-5-min-to-ikebukuro-13-min-to-shinjuku-station-19-min-to-shibuya-st.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Exquisite business hotel Bella,Double Room with Private Bathroom,25753,5388,no,8.4,220,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/bella-toshima-city1.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,HOTEL APERTO (Adult Only),Check-in after 9pm - Standard Double Room,25818,5401,no,8.7,1297,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/aperto.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ikebukuro 2Room D3,Two-Bedroom Apartment,26190,5479,no,8.7,7,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-2room-d3.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,tokyo Japandi apartment ikebukuro,Late Escape Deal,26552,5555,no,8.6,80,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/citorine-ikebukuro.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Ciel東池袋,New to Booking.com,26865,5620,no,8.5,16,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/cieldong-chi-dai.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,HOTEL MYSTAYS Higashi Ikebukuro,Superior Semi Double - Non-Smoking - House Keeping is Optional with Additional Cost,27000,5648,no,8.3,1699,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/flexstay-higashi-ikebukuro-inn.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,别墅A棟 池袋商圈 大塚站7分钟 3个房间 交通便利 最大8人 Ikebukuro center 7 mins to ST Max 8P 直达新宿 涉谷 表参道 池袋 上野 代代木 银座 原宿,Three-Bedroom Villa,27818,5820,no,9.5,4,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/bie-shu-chi-dai-shang-quan-da-zhong-zhan-7fen-zhong-3ge-fang-jian-jiao-tong-bian.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,HOTEL VARKIN ANNEX,Standard Double Room,28701,6004,no,8.6,741,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/varkin-annex.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-07,Sat,2026-11-08,Y's INN Ikebukuro 013T,Villa,28937,6054,no,8.9,9,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/dong-chi-dai-jrda-zhong-yi-tu-bu-6fen-sansiyainsoba3dk-54mchi-dai-tu-bu-17fen-ji.html?checkin=2026-11-07&checkout=2026-11-08&group_adults=2&no_rooms=1&selected_currency=JPY
